yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2010-2012,Total,Shasta,340,1258,532479,236.253,63.8523,3.46288,57.0652,70.6394,47.0736,42.137,52.5938,2.58816,Stroke
2010-2012,Total,Sacramento,1685,7961,4300650,185.112,39.1801,0.954478,37.3094,41.0509,40.1785,38.264,42.1682,0.988602,Stroke
2010-2012,Total,Nevada,159,273,294977,92.5496,53.9025,4.27475,45.5242,62.2809,32.8585,27.8746,38.9067,2.64739,Stroke
2010-2012,Total,San Francisco,1030,2885,2461680,117.197,41.8414,1.30373,39.2861,44.3967,34.0269,31.9547,36.2581,1.07376,Stroke
2010-2012,Total,Marin,301,523,762339,68.6046,39.4837,2.27581,35.0233,43.9442,26.6977,23.7077,30.0891,1.57068,Stroke
2010-2012,Total,Placer,446,1148,1065420,107.751,41.8613,1.98219,37.9763,45.7463,32.4813,29.5189,35.7086,1.54739,Stroke
2010-2012,Total,Santa Clara,1359,5656,5444380,103.887,24.9615,0.677113,23.6344,26.2886,25.9149,24.5432,27.347,0.709283,Stroke
2010-2012,Total,San Mateo,811,2484,2190360,113.406,37.0259,1.30016,34.4777,39.5742,30.8152,28.6972,33.0675,1.09969,Stroke
2010-2012,Total,Madera,176,762,452498,168.399,38.8952,2.93184,33.1489,44.6415,43.3645,37.1558,50.3607,3.29,Stroke
2010-2012,Total,Ventura,905,3701,2492470,148.487,36.3094,1.20696,33.9438,38.675,35.4995,33.1995,37.9269,1.19297,Stroke
2010-2012,Total,Santa Barbara,543,1820,1279170,142.279,42.4493,1.82167,38.8789,46.0197,36.1914,33.1549,39.474,1.58301,Stroke
2010-2012,Total,San Luis Obispo,634,789,811965,97.1717,78.0822,3.10104,72.0043,84.1601,55.6373,51.3416,60.3045,2.23546,Stroke
2010-2012,Total,Mendocino,115,348,262873,132.383,43.7474,4.07946,35.7518,51.743,33.6381,27.6533,40.8165,3.20338,Stroke
2010-2012,Total,Fresno,1094,4969,2825340,175.873,38.721,1.17068,36.4265,41.0155,44.79,42.1483,47.5616,1.36813,Stroke
2010-2012,Total,Alameda,1690,6910,4601730,150.161,36.7254,0.893352,34.9744,38.4763,37.6542,35.8547,39.526,0.929239,Stroke
2010-2012,Total,Monterey,465,1995,1258210,158.558,36.9572,1.71385,33.5981,40.3163,37.9615,34.5501,41.6373,1.78127,Stroke
2010-2012,Total,Humboldt,252,890,405101,219.698,62.2067,3.91865,54.5263,69.8871,54.4836,47.8546,61.9273,3.49157,Stroke
2010-2012,Total,Imperial,154,738,532239,138.66,28.9344,2.3316,24.3645,33.5042,33.9162,28.7494,39.7628,2.74505,Stroke
2010-2012,Total,Orange,672,5665,9147990,61.9262,7.34588,0.283373,6.79047,7.90128,7.24687,6.70472,7.82324,0.281947,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Sonoma,158,1163,1460430,79.6343,10.8188,0.860694,9.13183,12.5057,8.49926,7.18954,10.0193,0.69619,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Luis Obispo,115,1435,811965,176.732,14.1632,1.32072,11.5746,16.7517,11.7892,9.65221,14.3532,1.14499,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Riverside,514,4279,6677500,64.0809,7.69749,0.339522,7.03204,8.36294,7.86437,7.19643,8.58103,0.348304,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Ventura,172,1480,2492470,59.3788,6.90079,0.52618,5.86949,7.93208,6.50637,5.55876,7.58181,0.502489,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Sacramento,313,3572,4300650,83.0572,7.27797,0.411375,6.47169,8.08425,7.31668,6.51968,8.18925,0.418314,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Bernardino,442,5848,6186520,94.5281,7.14456,0.339832,6.4785,7.81062,8.77224,7.95543,9.65532,0.426869,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Los Angeles,2462,28984,29726200,97.5034,8.28227,0.166919,7.95511,8.60942,8.57609,8.23729,8.92597,0.174584,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Joaquin,194,2575,2082440,123.653,9.31599,0.668849,8.00507,10.6269,10.2393,8.83245,11.8203,0.744293,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Tulare,108,1334,1342180,99.3906,8.04662,0.774286,6.52904,9.56419,9.75242,7.97961,11.8218,0.94999,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Solano,144,1675,1244660,134.574,11.5694,0.964116,9.67976,13.459,11.7058,9.845,13.8369,0.990524,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Diego,748,6399,9410780,67.9965,7.94833,0.29062,7.37873,8.51794,7.82371,7.26706,8.41408,0.289212,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,CALIFORNIA,9503,100147,113050000,88.5864,8.40601,0.0862303,8.237,8.57502,8.43679,8.26635,8.61003,0.0874,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Fresno,205,2580,2825340,91.3165,7.25577,0.506765,6.26253,8.24901,8.19034,7.09555,9.4156,0.578573,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Stanislaus,150,2447,1558300,157.03,9.6259,0.785951,8.08546,11.1663,10.2375,8.64913,12.0491,0.844546,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Contra Costa,340,3096,3191070,97.0208,10.6547,0.577835,9.52221,11.7873,9.89286,8.85423,11.0273,0.54455,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Monterey,118,824,1258210,65.4897,9.37838,0.86335,7.68625,11.0705,9.67316,7.98802,11.6288,0.900999,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Santa Clara,231,2288,5444380,42.025,4.24291,0.279163,3.69576,4.79006,4.37353,3.8226,4.98571,0.290528,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Mateo,208,2304,2190360,105.188,9.49617,0.658441,8.20565,10.7867,8.03631,6.96564,9.24522,0.565754,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Santa Barbara,137,1309,1279170,102.332,10.71,0.91501999999999994,8.91663,12.5034,9.84886,8.23126,11.7304,0.862373,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Kern,253,2966,2550090,116.31,9.92121,0.623741,8.6987,11.1437,12.5365,11.0084,14.2296,0.804918,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Alameda,455,5321,4601730,115.631,9.88759,0.463538,8.97908,10.7961,9.83921,8.94234,10.8081,0.468463,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,San Francisco,190,2054,2461680,83.4391,7.71832,0.559946,6.62085,8.81579,6.53318,5.62316,7.61417,0.481686,"Cardiomyopathy, myocarditis, endocarditis"
2010-2012,Total,Shasta,158,279,532479,52.3964,29.6725,2.36062,25.0458,34.2993,22.0368,18.7032,25.9685,1.77054,Congestive heart failure
2010-2012,Total,Los Angeles,3833,6907,29726200,23.2354,12.8944,0.208272,12.4862,13.3026,13.4404,13.015,13.877,0.218808,Congestive heart failure
2010-2012,Total,San Joaquin,245,451,2082440,21.6573,11.765,0.751641,10.2919,13.2382,13.3955,11.7569,15.2103,0.863231,Congestive heart failure
2010-2012,Total,San Bernardino,836,2105,6186520,34.0256,13.5132,0.467365,12.5972,14.4293,19.1236,17.837,20.4807,0.667772,Congestive heart failure
2010-2012,Total,Tulare,203,597,1342180,44.4799,15.1247,1.06154,13.0441,17.2052,19.525,16.9181,22.4336,1.37766,Congestive heart failure
2010-2012,Total,San Luis Obispo,134,196,811965,24.139,16.5032,1.42566,13.7089,19.2974,11.8844,9.92844,14.2332,1.04287,Congestive heart failure
2010-2012,Total,CALIFORNIA,14715,24644,113050000,21.7992,13.0164,0.107302,12.8061,13.2267,13.0778,12.8657,13.2926,0.108624,Congestive heart failure
2010-2012,Total,Butte,111,217,662505,32.7545,16.7546,1.59028,13.6377,19.8715,11.6716,9.56482,14.2659,1.1285,Congestive heart failure
2010-2012,Total,Sacramento,581,1098,4300650,25.531,13.5096,0.560472,12.4111,14.6081,13.774,12.6678,14.9557,0.576152,Congestive heart failure
2010-2012,Total,Santa Cruz,129,162,795196,20.3723,16.2224,1.4283,13.423,19.0218,15.2389,12.6836,18.2181,1.36365,Congestive heart failure
2010-2012,Total,Riverside,955,1769,6677500,26.492,14.3018,0.462794,13.3947,15.2088,14.7715,13.8475,15.7441,0.478966,Congestive heart failure
2010-2012,Total,Placer,186,235,1065420,22.0569,17.4578,1.28007,14.9489,19.9667,13.3817,11.5206,15.5104,0.985044,Congestive heart failure
2010-2012,Total,Ventura,258,223,2492470,8.94695,10.3512,0.644436,9.08811,11.6142,9.848,8.67298,11.15,0.618491,Congestive heart failure
2010-2012,Total,Contra Costa,399,461,3191070,14.4466,12.5037,0.625966,11.2768,13.7305,11.341,10.2432,12.5328,0.574301,Congestive heart failure
2010-2012,Total,San Francisco,250,506,2461680,20.5551,10.1557,0.642302,8.89679,11.4146,7.917,6.95486,9.04348,0.506753,Congestive heart failure
2010-2012,Total,Solano,139,433,1244660,34.7885,11.1677,0.94723,9.31114,13.0242,11.7811,9.8908,13.9456,1.00665,Congestive heart failure
2010-2012,Total,Kern,336,1167,2550090,45.7631,13.176,0.718809,11.7672,14.5848,18.7141,16.7473,20.8545,1.03119,Congestive heart failure
2010-2012,Total,Fresno,480,907,2825340,32.1024,16.9891,0.775444,15.4693,18.509,19.2098,17.5158,21.0325,0.884142,Congestive heart failure
2010-2012,Total,Orange,1548,1452,9147990,15.8723,16.9217,0.43009,16.0788,17.7647,16.5224,15.7037,17.3748,0.422969,Congestive heart failure
2010-2012,Total,San Diego,1311,1498,9410780,15.9179,13.9308,0.384747,13.1767,14.6849,13.3226,12.604,14.0741,0.371649,Congestive heart failure
2010-2012,Total,San Mateo,310,227,2190360,10.3636,14.153,0.803834,12.5775,15.7284,11.2067,9.9764,12.5695,0.645863,Congestive heart failure
2010-2012,Total,Monterey,103,101,1258210,8.02726,8.18621,0.806612,6.60528,9.76714,8.38319,6.8274,10.2088,0.834639,Congestive heart failure
2010-2012,Total,Alameda,388,715,4601730,15.5376,8.43162,0.428051,7.59266,9.27058,8.53176,7.69447,9.44154,0.43817,Congestive heart failure
2010-2012,Total,Sonoma,184,281,1460430,19.241,12.5991,0.928815,10.7786,14.4195,9.50337,8.15179,11.0592,0.716013,Congestive heart failure
2010-2012,Total,Stanislaus,195,460,1558300,29.5194,12.5137,0.896122,10.7573,14.27,13.6041,11.7509,15.6812,0.980093,Congestive heart failure
2010-2012,Total,Santa Clara,294,402,5444380,7.38376,5.40006,0.314938,4.7828,6.01733,5.55018,4.92968,6.23143,0.325932,Congestive heart failure
2010-2012,Total,Butte,284,1395,662505,210.564,42.8676,2.54372,37.882,47.8532,32.4033,28.6325,36.6638,1.98323,Other or unspecified cardiovascular diseases
2010-2012,Total,Sacramento,1282,6531,4300650,151.861,29.8094,0.832549,28.1777,31.4412,30.4873,28.8259,32.224,0.859463,Other or unspecified cardiovascular diseases
2010-2012,Total,San Joaquin,587,2874,2082440,138.011,28.1881,1.16345,25.9078,30.4684,31.5919,29.0618,34.2952,1.31765,Other or unspecified cardiovascular diseases
2010-2012,Total,CALIFORNIA,28619,138058,113050000,122.121,25.3153,0.149643,25.022,25.6086,25.4714,25.1746,25.7709,0.151829,Other or unspecified cardiovascular diseases
2010-2012,Total,Lake,116,710,194489,365.059,59.6435,5.53776,48.7897,70.4973,43.9348,36.0888,53.4794,4.20044,Other or unspecified cardiovascular diseases
2010-2012,Total,Los Angeles,5393,31979,29726200,107.579,18.1423,0.247045,17.6581,18.6265,18.8955,18.3903,19.4118,0.259497,Other or unspecified cardiovascular diseases
2010-2012,Total,El Dorado,217,1023,542910,188.429,39.9698,2.71333,34.6518,45.2878,34.2471,29.7725,39.3217,2.36273,Other or unspecified cardiovascular diseases
2010-2012,Total,Yolo,144,519,610785,84.9726,23.5762,1.96468,19.7255,27.4269,27.8221,23.4131,32.8638,2.34656,Other or unspecified cardiovascular diseases
2010-2012,Total,Shasta,269,1199,532479,225.173,50.5184,3.08016,44.4814,56.5554,37.4948,33.076,42.5043,2.32496,Other or unspecified cardiovascular diseases
2010-2012,Total,Tulare,441,2753,1342180,205.114,32.857,1.56462,29.7904,35.9236,41.049,37.2785,45.1135,1.96984,Other or unspecified cardiovascular diseases
2010-2012,Total,Solano,313,1752,1244660,140.761,25.1473,1.42141,22.3614,27.9333,26.043,23.2102,29.1445,1.48672,Other or unspecified cardiovascular diseases
2010-2012,Total,Kern,536,3830,2550090,150.191,21.0188,0.907876,19.2394,22.7983,28.3073,25.9241,30.8591,1.24248,Other or unspecified cardiovascular diseases
2010-2012,Total,Santa Cruz,283,795,795196,99.9754,35.5887,2.11553,31.4423,39.7351,34.3494,30.3713,38.7539,2.09188,Other or unspecified cardiovascular diseases
2010-2012,Total,San Francisco,718,2435,2461680,98.9163,29.1671,1.08851,27.0337,31.3006,23.2251,21.5321,25.0775,0.879976,Other or unspecified cardiovascular diseases
2010-2012,Total,Humboldt,150,603,405101,148.852,37.0278,3.02331,31.1022,42.9534,32.9266,27.775,38.9109,2.7402,Other or unspecified cardiovascular diseases
2010-2012,Total,Fresno,723,3722,2825340,131.736,25.5899,0.951697,23.7246,27.4552,29.1341,27.0286,31.3686,1.09426,Other or unspecified cardiovascular diseases
2010-2012,Total,Nevada,112,217,294977,73.5651,37.9691,3.58774,30.9372,45.0009,22.0743,18.1019,27.1238,2.12754,Other or unspecified cardiovascular diseases
2010-2012,Total,San Bernardino,1371,8619,6186520,139.319,22.1611,0.598511,20.988,23.3341,29.7611,28.1816,31.409300000000002,0.816779,Other or unspecified cardiovascular diseases
2010-2012,Total,Napa,207,587,412124,142.433,50.2276,3.49106,43.3853,57.07,36.2537,31.3841,41.8179,2.57392,Other or unspecified cardiovascular diseases
2010-2012,Total,San Luis Obispo,398,1821,811965,224.271,49.0169,2.45699,44.2013,53.8325,36.5517,32.9768,40.5124,1.87065,Other or unspecified cardiovascular diseases
2010-2012,Total,Riverside,1649,7537,6677500,112.872,24.6949,0.60813,23.503,25.8868,25.5001,24.2807,26.768,0.629685,Other or unspecified cardiovascular diseases
2010-2012,Total,Orange,2114,10896,9147990,119.108,23.1089,0.502605,22.1238,24.094,22.7257,21.7596,23.7258,0.498242,Other or unspecified cardiovascular diseases
2010-2012,Total,Sutter,110,546,286364,190.666,38.4126,3.6625,31.2343,45.591,37.3111,30.6457,45.137,3.56844,Other or unspecified cardiovascular diseases
2010-2012,Total,Imperial,109,532,532239,99.9551,20.4795,1.96158,16.6349,24.3242,23.9227,19.6259,28.9016,2.30103,Other or unspecified cardiovascular diseases
2010-2012,Total,Ventura,741,2652,2492470,106.4,29.7295,1.0921400000000001,27.589,31.8701,28.898,26.8334,31.0897,1.07275,Other or unspecified cardiovascular diseases
2010-2012,Total,Placer,398,995,1065420,93.39,37.356,1.87249,33.686,41.026,28.8267,26.0465,31.8715,1.45425,Other or unspecified cardiovascular diseases
2010-2012,Total,Contra Costa,988,4615,3191070,144.622,30.9614,0.985014,29.0308,32.892,28.1446,26.3947,29.9879,0.906998,Other or unspecified cardiovascular diseases
2010-2012,Total,San Diego,2632,9736,9410780,103.456,27.9679,0.545152,26.8994,29.0364,27.1816,26.142,28.2544,0.535536,Other or unspecified cardiovascular diseases
2010-2012,Total,San Mateo,716,2033,2190360,92.816,32.6888,1.22164,30.2944,35.0831,26.6163,24.6729,28.6927,1.01022,Other or unspecified cardiovascular diseases
2010-2012,Total,Mendocino,121,361,262873,137.329,46.0298,4.18453,37.8283,54.2314,34.7235,28.6903,41.9394,3.22536,Other or unspecified cardiovascular diseases
2010-2012,Total,Monterey,362,1067,1258210,84.8028,28.771,1.51217,25.8072,31.7348,28.9962,26.0548,32.1996,1.54067,Other or unspecified cardiovascular diseases
2010-2012,Total,Marin,287,600,762339,78.7051,37.6473,2.22225,33.2918,42.0028,24.946,22.0866,28.2044,1.50315,Other or unspecified cardiovascular diseases
2010-2012,Total,Santa Barbara,376,1255,1279170,98.1102,29.394,1.51588,26.4229,32.365,24.9803,22.4685,27.7396,1.31533,Other or unspecified cardiovascular diseases
2010-2012,Total,Santa Clara,1096,4301,5444380,78.9989,20.1309,0.608075,18.939,21.3227,20.8528,19.6267,22.1392,0.634946,Other or unspecified cardiovascular diseases
2010-2012,Total,Merced,135,708,779794,90.7932,17.3123,1.49,14.3919,20.2326,22.513,18.8498,26.7045,1.95203,Other or unspecified cardiovascular diseases
2010-2012,Total,Stanislaus,500,2909,1558300,186.678,32.0863,1.43494,29.2739,34.8988,35.2254,32.1828,38.4911,1.58724,Other or unspecified cardiovascular diseases
2010-2012,Total,Alameda,1239,7291,4601730,158.441,26.9247,0.764918,25.4255,28.4239,27.1503,25.6386,28.7337,0.782234,Other or unspecified cardiovascular diseases
2010-2012,Total,Sonoma,631,1905,1460430,130.441,43.2066,1.72003,39.8354,46.5778,33.2979,30.6883,36.1091,1.35845,Other or unspecified cardiovascular diseases
2010-2012,Total,San Diego,1406,9026,9410780,95.9113,14.9403,0.398444,14.1594,15.7212,14.8977,14.1204,15.709,0.401903,Diabetes mellitus
2010-2012,Total,Los Angeles,4915,34624,29726200,116.477,16.534300000000002,0.235843,16.072,16.9965,17.4639,16.9737,17.9653,0.251849,Diabetes mellitus
2010-2012,Total,San Joaquin,407,3115,2082440,149.584,19.5444,0.968779,17.6456,21.4431,21.5349,19.466,23.7766,1.0821,Diabetes mellitus
2010-2012,Total,Fresno,546,4095,2825340,144.938,19.3251,0.827039,17.7042,20.9461,22.179,20.3365,24.1516,0.960297,Diabetes mellitus
2010-2012,Total,Sonoma,212,1137,1460430,77.854,14.5163,0.996984,12.5623,16.4704,12.0294,10.4282,13.8435,0.846062,Diabetes mellitus
2010-2012,Total,Santa Barbara,186,972,1279170,75.9865,14.5406,1.06617,12.451,16.6303,13.1804,11.3289,15.2893,0.980352,Diabetes mellitus
2010-2012,Total,Kern,513,3822,2550090,149.877,20.1169,0.888184,18.3761,21.8577,26.335,24.0642,28.7723,1.18455,Diabetes mellitus
2010-2012,Total,Santa Clara,878,4961,5444380,91.1215,16.1267,0.544251,15.06,17.1934,16.7973,15.6937,17.9617,0.572567,Diabetes mellitus
2010-2012,Total,Riverside,958,6180,6677500,92.5496,14.3467,0.463521,13.4382,15.2552,14.6408,13.7247,15.6054,0.47492,Diabetes mellitus
2010-2012,Total,San Francisco,255,1562,2461680,63.4527,10.3588,0.648693,9.08738,11.6302,8.76019,7.70656,9.98191,0.554743,Diabetes mellitus
2010-2012,Total,Imperial,101,499,532239,93.7549,18.9764,1.88823,15.2756,22.6773,21.7167,17.668,26.4415,2.17258,Diabetes mellitus
2010-2012,Total,Merced,120,779,779794,99.8982,15.3887,1.40479,12.6353,18.142,19.5993,16.2221,23.5006,1.8047,Diabetes mellitus
2010-2012,Total,Contra Costa,438,3655,3191070,114.538,13.7258,0.655845,12.4404,15.0112,12.5197,11.357,13.777,0.607591,Diabetes mellitus
2010-2012,Total,Placer,130,584,1065420,54.8139,12.2017,1.07016,10.1042,14.2992,9.51427,7.9396,11.362,0.83979,Diabetes mellitus
2010-2012,Total,San Bernardino,1308,10295,6186520,166.41,21.1427,0.584598,19.9969,22.2885,26.8798,25.4123,28.4141,0.759131,Diabetes mellitus
2010-2012,Total,Orange,1038,7191,9147990,78.6074,11.3468,0.352187,10.6565,12.037,11.1922,10.5157,11.9029,0.350499,Diabetes mellitus
2010-2012,Total,San Mateo,227,1247,2190360,56.9314,10.3636,0.687857,9.01544,11.7118,8.86275,7.73244,10.1316,0.596318,Diabetes mellitus
2010-2012,Total,Ventura,289,1622,2492470,65.076,11.5949,0.682054,10.2581,12.9317,11.3761,10.0867,12.7951,0.677608,Diabetes mellitus
2010-2012,Total,San Luis Obispo,117,659,811965,81.1611,14.4095,1.33216,11.7985,17.0205,11.4644,9.43925,13.9016,1.08355,Diabetes mellitus
2010-2012,Total,Solano,231,1672,1244660,134.333,18.5592,1.22111,16.1659,20.9526,18.4937,16.1488,21.1047,1.23686,Diabetes mellitus
2010-2012,Total,Sacramento,667,5538,4300650,128.771,15.5093,0.600522,14.3323,16.6863,15.7696,14.5819,17.0327,0.617719,Diabetes mellitus
2010-2012,Total,Alameda,695,4943,4601730,107.416,15.103,0.572891,13.9802,16.2259,15.2893,14.1545,16.4967,0.590074,Diabetes mellitus
2010-2012,Total,Stanislaus,210,1575,1558300,101.072,13.4763,0.92995,11.6536,15.2989,14.7536,12.8078,16.9248,1.02778,Diabetes mellitus
2010-2012,Total,Monterey,147,1200,1258210,95.3734,11.6832,0.963617,9.79458,13.5719,12.2762,10.3484,14.4764,1.0256,Diabetes mellitus
2010-2012,Total,CALIFORNIA,17346,120511,113050000,106.6,15.3436,0.116501,15.1153,15.572,15.5216,15.289,15.757,0.119098,Diabetes mellitus
2010-2012,Total,Tulare,186,1485,1342180,110.641,13.8581,1.01612,11.8665,15.8496,16.9803,14.607,19.6481,1.25641,Diabetes mellitus
2010-2012,Total,Los Angeles,1641,22977,29726200,77.2956,5.52039,0.136275,5.2533,5.78748,5.70781,5.43243,5.99428,0.142225,"Endocrine, blood, immune disorders"
2010-2012,Total,Orange,484,5422,9147990,59.2698,5.29078,0.24049,4.81943,5.76213,5.27503,4.81152,5.7731,0.241894,"Endocrine, blood, immune disorders"
2010-2012,Total,Santa Barbara,121,835,1279170,65.2765,9.45923,0.85993,7.7738,11.1447,8.59336,7.10614,10.3419,0.794906,"Endocrine, blood, immune disorders"
2010-2012,Total,Sonoma,164,1201,1460430,82.2363,11.2296,0.876884,9.51094,12.9483,9.26305,7.8658,10.8745,0.742021,"Endocrine, blood, immune disorders"
2010-2012,Total,Stanislaus,140,1812,1558300,116.281,8.98417,0.759301,7.49597,10.4724,9.64406,8.10123,11.411,0.821495,"Endocrine, blood, immune disorders"
2010-2012,Total,San Diego,785,8695,9410780,92.394,8.3415,0.297721,7.75797,8.92502,8.27786,7.70264,8.88695,0.298728,"Endocrine, blood, immune disorders"
2010-2012,Total,Ventura,243,2149,2492470,86.2197,9.74937,0.625422,8.52356,10.9752,9.38749,8.23098,10.6724,0.609401,"Endocrine, blood, immune disorders"
2010-2012,Total,San Francisco,182,1789,2461680,72.6741,7.39334,0.548031,6.31922,8.46746,6.25452,5.35445,7.32738,0.477048,"Endocrine, blood, immune disorders"
2010-2012,Total,Kern,197,3247,2550090,127.329,7.72521,0.550399,6.64645,8.80397,9.26308,7.98682,10.7006,0.675257,"Endocrine, blood, immune disorders"
2010-2012,Total,San Joaquin,225,2760,2082440,132.537,10.8046,0.720309,9.39285,12.2164,12.0263,10.4865,13.7412,0.812468,"Endocrine, blood, immune disorders"
2010-2012,Total,Contra Costa,317,3289,3191070,103.069,9.93398,0.557948,8.84042,11.0275,9.09551,8.10784,10.1783,0.518339,"Endocrine, blood, immune disorders"
2010-2012,Total,Santa Clara,349,2597,5444380,47.7006,6.41028,0.343134,5.73775,7.08281,6.55178,5.87626,7.28789,0.35399,"Endocrine, blood, immune disorders"
2010-2012,Total,Tulare,106,1407,1342180,104.83,7.89761,0.767083,6.39415,9.40106,9.34289,7.62872,11.35,0.919025,"Endocrine, blood, immune disorders"
2010-2012,Total,Alameda,450,4267,4601730,92.7261,9.77894,0.460984,8.87543,10.6825,9.98668,9.07182,10.9746,0.477922,"Endocrine, blood, immune disorders"
2010-2012,Total,San Bernardino,466,6840,6186520,110.563,7.5325,0.348936,6.8486,8.21641,9.08838,8.26197,9.98054,0.431635,"Endocrine, blood, immune disorders"
2010-2012,Total,Riverside,355,5263,6677500,78.8169,5.31636,0.282163,4.76333,5.86939,5.36971,4.82297,5.9651,0.286408,"Endocrine, blood, immune disorders"
2010-2012,Total,Fresno,273,2850,2825340,100.873,9.66256,0.584805,8.51636,10.8088,10.8079,9.54805,12.1971,0.662611,"Endocrine, blood, immune disorders"
2010-2012,Total,San Mateo,162,1710,2190360,78.0695,7.39606,0.581089,6.25714,8.53497,6.35546,5.4004,7.45062,0.507111,"Endocrine, blood, immune disorders"
2010-2012,Total,Monterey,103,1354,1258210,107.613,8.18621,0.806612,6.60528,9.76714,8.09671,6.59588,9.86206,0.8051,"Endocrine, blood, immune disorders"
2010-2012,Total,Sacramento,360,4025,4300650,93.5905,8.37083,0.441181,7.50613,9.23553,8.43208,7.57381,9.36589,0.449593,"Endocrine, blood, immune disorders"
2010-2012,Total,Solano,154,1797,1244660,144.376,12.3728,0.99703,10.4187,14.327,12.3759,10.471,14.549,1.0125,"Endocrine, blood, immune disorders"
2010-2012,Total,CALIFORNIA,8510,98519,113050000,87.1464,7.52764,0.0816007,7.36771,7.68758,7.54756,7.38653,7.71138,0.0825963,"Endocrine, blood, immune disorders"
2010-2012,Total,CALIFORNIA,642,8769,113050000,7.75674,0.56789,0.0224128,0.523962,0.611819,0.567622,0.524164,0.613907,0.0226112,Mental Health disorders
2010-2012,Total,Butte,238,6173,662505,931.767,35.9243,2.32862,31.3602,40.4883,36.8912,32.1587,42.1977,2.49723,Substance use
2010-2012,Total,Santa Cruz,149,4174,795196,524.902,18.7375,1.53504,15.7289,21.7461,18.5508,15.608,21.9339,1.56629,Substance use
2010-2012,Total,San Diego,1314,36463,9410780,387.46,13.9627,0.385187,13.2078,14.7177,13.4887,12.7617,14.2489,0.376027,Substance use
2010-2012,Total,Orange,828,25904,9147990,283.166,9.05117,0.31455,8.43466,9.66767,8.71168,8.1248,9.33215,0.304616,Substance use
2010-2012,Total,Los Angeles,2074,61010,29726200,205.24,6.9770200000000004,0.153202,6.67675,7.27729,6.73114,6.44267,7.03021,0.148778,Substance use
2010-2012,Total,Contra Costa,348,9583,3191070,300.307,10.9054,0.584593,9.75966,12.0512,10.2355,9.17135,11.3962,0.557771,Substance use
2010-2012,Total,Sonoma,185,4909,1460430,336.135,12.6675,0.931336,10.8422,14.4929,11.5778,9.9277,13.4529,0.874245,Substance use
2010-2012,Total,Stanislaus,248,6719,1558300,431.176,15.9148,1.01059,13.9341,17.8955,15.8803,13.9481,18.026,1.01771,Substance use
2010-2012,Total,Humboldt,176,4508,405101,1112.81,43.446,3.27486,37.0273,49.8646,40.8769,34.8349,47.7889,3.20585,Substance use
2010-2012,Total,San Francisco,605,13861,2461680,563.072,24.5768,0.999187,22.6184,26.5351,21.4247,19.7281,23.2865,0.883345,Substance use
2010-2012,Total,Fresno,373,10070,2825340,356.418,13.202,0.683572,11.8622,14.5417,14.0439,12.6403,15.5725,0.734886,Substance use
2010-2012,Total,Santa Clara,435,11181,5444380,205.368,7.98989,0.383086,7.23906,8.74073,7.50085,6.80838,8.25072,0.361812,Substance use
2010-2012,Total,San Luis Obispo,137,3930,811965,484.011,16.8726,1.44153,14.0473,19.698,16.2735,13.5596,19.4412,1.4479,Substance use
2010-2012,Total,Ventura,328,10368,2492470,415.973,13.1596,0.726619,11.7355,14.5838,12.9813,11.5975,14.4947,0.725811,Substance use
2010-2012,Total,Santa Barbara,171,4783,1279170,373.913,13.368,1.02228,11.3644,15.3716,13.7483,11.724,16.0496,1.0739,Substance use
2010-2012,Total,Kern,481,14076,2550090,551.98,18.8621,0.860036,17.1764,20.5477,19.7505,18.0047,21.6425,0.911201,Substance use
2010-2012,Total,Shasta,177,4647,532479,872.71,33.2407,2.49853,28.3437,38.1378,31.9213,27.156,37.3808,2.52951,Substance use
2010-2012,Total,Tulare,112,3433,1342180,255.778,8.34464,0.788494,6.79922,9.89006,9.30921,7.64921,11.2521,0.888628,Substance use
